127.0.0.1 - - [30/Sep/2021:19:03:59 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:07:55 +0530] "GET /HelpDeskDemo/fb.png HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:07:55 +0530] "GET /HelpDeskDemo/ig.png HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:07:55 +0530] "GET /HelpDeskDemo/tw.png HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:07:55 +0530] "GET /HelpDeskDemo/share.png HTTP/1.1" 404 777
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:07:55 +0530] "GET /HelpDeskDemo/info.png HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:07:55 +0530] "GET /HelpDeskDemo/bubble.png HTTP/1.1" 404 778
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:07:55 +0530] "GET /HelpDeskDemo/back.jpg HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:08:50 +0530] "GET /HelpDeskDemo/userInsert.jsp HTTP/1.1" 200 4486
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:08:50 +0530] "GET /HelpDeskDemo/logo.png HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:08:50 +0530] "GET /HelpDeskDemo/img/menu.png HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:08:50 +0530] "GET /HelpDeskDemo/fb.png HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:08:50 +0530] "GET /HelpDeskDemo/ig.png HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:08:50 +0530] "GET /HelpDeskDemo/share.png HTTP/1.1" 404 777
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:08:50 +0530] "GET /HelpDeskDemo/tw.png HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:08:50 +0530] "GET /HelpDeskDemo/info.png HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:08:50 +0530] "GET /HelpDeskDemo/bubble.png HTTP/1.1" 404 778
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:08:50 +0530] "GET /HelpDeskDemo/back.jpg HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:09:59 +0530] "GET /HelpDeskDemo/userInsert.jsp HTTP/1.1" 200 4486
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:09:59 +0530] "GET /HelpDeskDemo/logo.png HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:09:59 +0530] "GET /HelpDeskDemo/img/menu.png HTTP/1.1" 404 784
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:09:59 +0530] "GET /HelpDeskDemo/ig.png HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:09:59 +0530] "GET /HelpDeskDemo/fb.png HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:09:59 +0530] "GET /HelpDeskDemo/tw.png HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:09:59 +0530] "GET /HelpDeskDemo/share.png HTTP/1.1" 404 777
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:09:59 +0530] "GET /HelpDeskDemo/info.png HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:09:59 +0530] "GET /HelpDeskDemo/bubble.png HTTP/1.1" 404 778
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:09:59 +0530] "GET /HelpDeskDemo/back.jpg HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:11:21 +0530] "GET /HelpDeskDemo/userInsert.jsp HTTP/1.1" 200 4480
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:11:21 +0530] "GET /HelpDeskDemo/menu.png HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:11:21 +0530] "GET /HelpDeskDemo/logo.png HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:11:21 +0530] "GET /HelpDeskDemo/ig.png HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:11:21 +0530] "GET /HelpDeskDemo/fb.png HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:11:21 +0530] "GET /HelpDeskDemo/tw.png HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:11:21 +0530] "GET /HelpDeskDemo/share.png HTTP/1.1" 404 777
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:11:21 +0530] "GET /HelpDeskDemo/bubble.png HTTP/1.1" 404 778
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:11:21 +0530] "GET /HelpDeskDemo/info.png HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:11:21 +0530] "GET /HelpDeskDemo/back.jpg HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:11:50 +0530] "GET /HelpDeskDemo/userInsert.jsp HTTP/1.1" 200 4480
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:11:50 +0530] "GET /HelpDeskDemo/logo.png HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:11:50 +0530] "GET /HelpDeskDemo/menu.png HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:11:50 +0530] "GET /HelpDeskDemo/fb.png HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:11:50 +0530] "GET /HelpDeskDemo/ig.png HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:11:50 +0530] "GET /HelpDeskDemo/tw.png HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:11:50 +0530] "GET /HelpDeskDemo/share.png HTTP/1.1" 404 777
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:11:50 +0530] "GET /HelpDeskDemo/bubble.png HTTP/1.1" 404 778
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:11:50 +0530] "GET /HelpDeskDemo/info.png HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:11:50 +0530] "GET /HelpDeskDemo/back.jpg HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:12:51 +0530] "GET /HelpDeskDemo/userInsert.jsp HTTP/1.1" 200 4480
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:12:51 +0530] "GET /HelpDeskDemo/logo.png HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:12:51 +0530] "GET /HelpDeskDemo/menu.png HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:12:51 +0530] "GET /HelpDeskDemo/fb.png HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:12:51 +0530] "GET /HelpDeskDemo/ig.png HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:12:51 +0530] "GET /HelpDeskDemo/tw.png HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:12:51 +0530] "GET /HelpDeskDemo/share.png HTTP/1.1" 404 777
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:12:51 +0530] "GET /HelpDeskDemo/info.png HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:12:51 +0530] "GET /HelpDeskDemo/bubble.png HTTP/1.1" 404 778
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:12:51 +0530] "GET /HelpDeskDemo/back.jpg HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:13:03 +0530] "GET /HelpDeskDemo/userInsert.jsp HTTP/1.1" 200 4480
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:13:03 +0530] "GET /HelpDeskDemo/logo.png HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:13:03 +0530] "GET /HelpDeskDemo/fb.png HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:13:03 +0530] "GET /HelpDeskDemo/tw.png HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:13:03 +0530] "GET /HelpDeskDemo/ig.png HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:13:03 +0530] "GET /HelpDeskDemo/info.png HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:13:03 +0530] "GET /HelpDeskDemo/menu.png HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:13:03 +0530] "GET /HelpDeskDemo/share.png HTTP/1.1" 404 777
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:13:03 +0530] "GET /HelpDeskDemo/back.jpg HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:13:57 +0530] "GET /HelpDeskDemo/userInsert.jsp HTTP/1.1" 200 4480
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:13:57 +0530] "GET /HelpDeskDemo/menu.png HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:13:57 +0530] "GET /HelpDeskDemo/logo.png HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:13:57 +0530] "GET /HelpDeskDemo/ig.png HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:13:57 +0530] "GET /HelpDeskDemo/fb.png HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:13:57 +0530] "GET /HelpDeskDemo/share.png HTTP/1.1" 404 777
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:13:57 +0530] "GET /HelpDeskDemo/tw.png HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:13:57 +0530] "GET /HelpDeskDemo/bubble.png HTTP/1.1" 404 778
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:13:57 +0530] "GET /HelpDeskDemo/info.png HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:13:57 +0530] "GET /HelpDeskDemo/back.jpg HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:14:09 +0530] "GET /HelpDeskDemo/userInsert.jsp HTTP/1.1" 200 4480
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:14:09 +0530] "GET /HelpDeskDemo/menu.png HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:14:09 +0530] "GET /HelpDeskDemo/logo.png HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:14:09 +0530] "GET /HelpDeskDemo/fb.png HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:14:09 +0530] "GET /HelpDeskDemo/ig.png HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:14:09 +0530] "GET /HelpDeskDemo/share.png HTTP/1.1" 404 777
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:14:09 +0530] "GET /HelpDeskDemo/tw.png HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:14:09 +0530] "GET /HelpDeskDemo/info.png HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:14:09 +0530] "GET /HelpDeskDemo/back.jpg HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:14:10 +0530] "GET /HelpDeskDemo/userInsert.jsp HTTP/1.1" 200 4480
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:14:10 +0530] "GET /HelpDeskDemo/menu.png HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:14:10 +0530] "GET /HelpDeskDemo/logo.png HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:14:10 +0530] "GET /HelpDeskDemo/fb.png HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:14:10 +0530] "GET /HelpDeskDemo/ig.png HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:14:10 +0530] "GET /HelpDeskDemo/tw.png HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:14:10 +0530] "GET /HelpDeskDemo/share.png HTTP/1.1" 404 777
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:14:10 +0530] "GET /HelpDeskDemo/info.png HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:14:14 +0530] "GET /HelpDeskDemo/userInsert.jsp HTTP/1.1" 200 4480
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:14:14 +0530] "GET /HelpDeskDemo/logo.png HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:14:14 +0530] "GET /HelpDeskDemo/menu.png HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:14:14 +0530] "GET /HelpDeskDemo/fb.png HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:14:14 +0530] "GET /HelpDeskDemo/tw.png HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:14:14 +0530] "GET /HelpDeskDemo/share.png HTTP/1.1" 404 777
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:14:14 +0530] "GET /HelpDeskDemo/ig.png HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:14:14 +0530] "GET /HelpDeskDemo/info.png HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:14:14 +0530] "GET /HelpDeskDemo/back.jpg HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:14:54 +0530] "GET /HelpDeskDemo/login.jsp HTTP/1.1" 200 1887
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:14:54 +0530] "GET /HelpDeskDemo/bubble.png HTTP/1.1" 404 778
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:14:54 +0530] "GET /HelpDeskDemo/images/logo.png HTTP/1.1" 404 787
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:14:54 +0530] "GET /HelpDeskDemo/background.png HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:15:05 +0530] "GET /HelpDeskDemo/login.jsp HTTP/1.1" 200 1887
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:15:05 +0530] "GET /HelpDeskDemo/images/logo.png HTTP/1.1" 404 787
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:15:05 +0530] "GET /HelpDeskDemo/background.png HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:15:22 +0530] "POST /HelpDeskDemo/log HTTP/1.1" 200 3084
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:15:22 +0530] "GET /HelpDeskDemo/useraccount.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:15:41 +0530] "GET /HelpDeskDemo/deleteuser.jsp?iduser=1&name=Lakshika+de+Silva&email=lakshika%40gmail.com&phone=0711230549&username=CID001&password=lak123 HTTP/1.1" 200 3016
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:16:52 +0530] "GET /HelpDeskDemo/login.jsp HTTP/1.1" 200 1887
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:16:52 +0530] "GET /HelpDeskDemo/bubble.png HTTP/1.1" 404 778
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:16:52 +0530] "GET /HelpDeskDemo/images/logo.png HTTP/1.1" 404 787
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:16:52 +0530] "GET /HelpDeskDemo/background.png HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:17:01 +0530] "POST /HelpDeskDemo/log HTTP/1.1" 200 3084
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:17:01 +0530] "GET /HelpDeskDemo/useraccount.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:17:13 +0530] "GET /HelpDeskDemo/log HTTP/1.1" 405 751
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:17:35 +0530] "GET /HelpDeskDemo/deleteuser.jsp?iduser=1&name=Lakshika+de+Silva&email=lakshika%40gmail.com&phone=0711230549&username=CID001&password=lak123 HTTP/1.1" 200 3040
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:17:52 +0530] "GET /HelpDeskDemo/deleteuser.jsp?iduser=1&name=Lakshika+de+Silva&email=lakshika%40gmail.com&phone=0711230549&username=CID001&password=lak123 HTTP/1.1" 200 3040
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:25:23 +0530] "GET /HelpDeskDemo/userInsert.jsp HTTP/1.1" 200 4488
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:25:23 +0530] "GET /images/logo.png HTTP/1.1" 404 770
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:25:23 +0530] "GET /HelpDeskDemo/menu.png HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:25:23 +0530] "GET /HelpDeskDemo/fb.png HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:25:23 +0530] "GET /HelpDeskDemo/ig.png HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:25:23 +0530] "GET /HelpDeskDemo/tw.png HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:25:23 +0530] "GET /HelpDeskDemo/share.png HTTP/1.1" 404 777
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:25:23 +0530] "GET /HelpDeskDemo/bubble.png HTTP/1.1" 404 778
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:25:23 +0530] "GET /HelpDeskDemo/info.png HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:25:23 +0530] "GET /HelpDeskDemo/back.jpg HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:25:38 +0530] "GET /HelpDeskDemo/userInsert.jsp HTTP/1.1" 200 4488
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:25:38 +0530] "GET /HelpDeskDemo/menu.png HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:25:38 +0530] "GET /images/logo.png HTTP/1.1" 404 770
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:25:38 +0530] "GET /HelpDeskDemo/fb.png HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:25:38 +0530] "GET /HelpDeskDemo/ig.png HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:25:38 +0530] "GET /HelpDeskDemo/tw.png HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:25:38 +0530] "GET /HelpDeskDemo/share.png HTTP/1.1" 404 777
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:25:38 +0530] "GET /HelpDeskDemo/info.png HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:25:38 +0530] "GET /HelpDeskDemo/bubble.png HTTP/1.1" 404 778
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:25:38 +0530] "GET /HelpDeskDemo/back.jpg HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:25:47 +0530] "GET /HelpDeskDemo/userInsert.jsp HTTP/1.1" 200 4488
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:25:47 +0530] "GET /images/logo.png HTTP/1.1" 404 770
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:25:47 +0530] "GET /HelpDeskDemo/menu.png HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:25:47 +0530] "GET /HelpDeskDemo/ig.png HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:25:47 +0530] "GET /HelpDeskDemo/fb.png HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:25:47 +0530] "GET /HelpDeskDemo/tw.png HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:25:47 +0530] "GET /HelpDeskDemo/share.png HTTP/1.1" 404 777
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:25:47 +0530] "GET /HelpDeskDemo/info.png HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:25:47 +0530] "GET /HelpDeskDemo/back.jpg HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:27:30 +0530] "GET /HelpDeskDemo/userInsert.jsp HTTP/1.1" 200 4480
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:27:30 +0530] "GET /HelpDeskDemo/logo.png HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:27:30 +0530] "GET /HelpDeskDemo/menu.png HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:27:30 +0530] "GET /HelpDeskDemo/fb.png HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:27:30 +0530] "GET /HelpDeskDemo/ig.png HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:27:30 +0530] "GET /HelpDeskDemo/share.png HTTP/1.1" 404 777
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:27:30 +0530] "GET /HelpDeskDemo/tw.png HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:27:30 +0530] "GET /HelpDeskDemo/info.png HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:27:30 +0530] "GET /HelpDeskDemo/bubble.png HTTP/1.1" 404 778
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:27:30 +0530] "GET /HelpDeskDemo/back.jpg HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:27:49 +0530] "GET /HelpDeskDemo/userInsert.jsp HTTP/1.1" 200 4480
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:27:49 +0530] "GET /HelpDeskDemo/logo.png HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:27:49 +0530] "GET /HelpDeskDemo/fb.png HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:27:49 +0530] "GET /HelpDeskDemo/menu.png HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:27:49 +0530] "GET /HelpDeskDemo/tw.png HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:27:49 +0530] "GET /HelpDeskDemo/ig.png HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:27:49 +0530] "GET /HelpDeskDemo/share.png HTTP/1.1" 404 777
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:27:49 +0530] "GET /HelpDeskDemo/info.png HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:27:49 +0530] "GET /HelpDeskDemo/back.jpg HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:29:27 +0530] "GET /HelpDeskDemo/userInsert.jsp HTTP/1.1" 200 4488
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:29:27 +0530] "GET /HelpDeskDemo/logo.png HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:29:27 +0530] "GET /HelpDeskDemo/menu.png HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:29:27 +0530] "GET /HelpDeskDemo/fb.png HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:29:27 +0530] "GET /HelpDeskDemo/ig.png HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:29:27 +0530] "GET /HelpDeskDemo/tw.png HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:29:27 +0530] "GET /HelpDeskDemo/share.png HTTP/1.1" 404 777
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:29:27 +0530] "GET /HelpDeskDemo/info.png HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:29:27 +0530] "GET /HelpDeskDemo/bubble.png HTTP/1.1" 404 778
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:29:27 +0530] "GET /HelpDeskDemo/back.jpg HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:29:37 +0530] "GET /HelpDeskDemo/userInsert.jsp HTTP/1.1" 200 4488
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:29:37 +0530] "GET /HelpDeskDemo/logo.png HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:29:37 +0530] "GET /HelpDeskDemo/menu.png HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:29:37 +0530] "GET /HelpDeskDemo/fb.png HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:29:37 +0530] "GET /HelpDeskDemo/ig.png HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:29:37 +0530] "GET /HelpDeskDemo/tw.png HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:29:37 +0530] "GET /HelpDeskDemo/share.png HTTP/1.1" 404 777
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:29:37 +0530] "GET /HelpDeskDemo/info.png HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:29:37 +0530] "GET /HelpDeskDemo/back.jpg HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:30:51 +0530] "GET /HelpDeskDemo/userInsert.jsp HTTP/1.1" 200 4481
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:30:51 +0530] "GET /HelpDeskDemo/menu.png HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:30:51 +0530] "GET /HelpDeskDemo/logo.png HTTP/1.1" 404 776
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:30:51 +0530] "GET /HelpDeskDemo/ig.png HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:30:51 +0530] "GET /HelpDeskDemo/fb.png HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:30:51 +0530] "GET /HelpDeskDemo/tw.png HTTP/1.1" 404 774
0:0:0:0:0:0:0:1 - - [30/Sep/2021:23:30:51 +0530] "GET /HelpDeskDemo/share.png HTTP/1.1" 404 777
